Time,Timestamp,Active Attention or Focus,Attention or Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1722051832.4565,2024-07-26 20:43:52.456,true,0.820047,true,0.863882,true,0.877924,true,0.810638,true,0.831727,true,0.841964
1722051832.9565,2024-07-26 20:43:52.956,true,0.815389,true,0.850103,true,0.865345,true,0.81255,true,0.838609,true,0.850103
1722051833.4565,2024-07-26 20:43:53.456,true,0.78932,true,0.823404,true,0.851426,true,0.796503,true,0.829676,true,0.836625
1722051833.9565,2024-07-26 20:43:53.956,true,0.784076,true,0.811277,true,0.840852,true,0.798522,true,0.829676,true,0.831435
1722051834.4565,2024-07-26 20:43:54.456,true,0.787234,true,0.790357,true,0.829676,true,0.803502,true,0.836625,true,0.835769
1722051834.9565,2024-07-26 20:43:54.956,true,0.781952,true,0.779814,true,0.822493,true,0.813184,true,0.847429,true,0.830557
1722051835.4565,2024-07-26 20:43:55.456,true,0.771108,true,0.762164,true,0.822493,true,0.810318,true,0.85764,true,0.83491
1722051835.9565,2024-07-26 20:43:55.956,true,0.768895,true,0.747124,true,0.815075,true,0.810318,true,0.855336,true,0.839172
1722051836.4565,2024-07-26 20:43:56.456,true,0.763295,true,0.737561,true,0.804487,true,0.815075,true,0.865102,true,0.836625
1722051836.9565,2024-07-26 20:43:56.956,true,0.761029,true,0.727769,true,0.809356,true,0.815075,true,0.868708,true,0.836625
1722051837.4565,2024-07-26 20:43:57.456,true,0.764422,true,0.724038,true,0.798522,true,0.822493,true,0.881015,true,0.829676
1722051837.9565,2024-07-26 20:43:57.956,true,0.767782,true,0.730238,true,0.800525,true,0.810318,true,0.882319,true,0.836625
1722051838.4565,2024-07-26 20:43:58.456,true,0.762164,true,0.716483,true,0.78932,true,0.813184,true,0.885525,true,0.825214
1722051838.9565,2024-07-26 20:43:58.956,true,0.765546,true,0.722787,true,0.799525,true,0.816015,true,0.886786,true,0.827902
1722051839.4565,2024-07-26 20:43:59.456,true,0.774401,true,0.735134,true,0.801521,true,0.811277,true,0.889886,true,0.816015
1722051839.9565,2024-07-26 20:43:59.956,true,0.783016,true,0.741174,true,0.790357,true,0.801521,true,0.892911,true,0.814131
1722051840.4565,2024-07-26 20:44:00.456,true,0.796503,true,0.752982,true,0.800525,true,0.804487,true,0.886157,true,0.816952
1722051840.9565,2024-07-26 20:44:00.956,true,0.796503,true,0.758749,true,0.797514,true,0.802514,true,0.889272,true,0.799525
1722051841.4565,2024-07-26 20:44:01.456,true,0.809356,true,0.778739,true,0.79447,true,0.800525,true,0.879036,true,0.797514
1722051841.9565,2024-07-26 20:44:01.956,true,0.826114,true,0.784076,true,0.791391,true,0.795488,true,0.879036,true,0.792421
1722051842.4565,2024-07-26 20:44:02.456,true,0.830557,true,0.797514,true,0.791391,true,0.798522,true,0.864371,true,0.790357
1722051842.9565,2024-07-26 20:44:02.956,true,0.839172,true,0.802514,true,0.791391,true,0.788279,true,0.858402,true,0.785132
1722051843.4565,2024-07-26 20:44:03.456,true,0.853782,true,0.822493,true,0.791391,true,0.796503,true,0.841686,true,0.788279
1722051843.9565,2024-07-26 20:44:03.956,true,0.85764,true,0.829676,true,0.786185,true,0.791391,true,0.833179,true,0.783016
1722051844.4565,2024-07-26 20:44:04.456,true,0.865102,true,0.836625,true,0.78932,true,0.799525,true,0.814131,true,0.783016
1722051844.9565,2024-07-26 20:44:04.956,true,0.858908,true,0.827605,true,0.769634,true,0.785834,true,0.782662,true,0.777299
1722051845.4565,2024-07-26 20:44:05.456,true,0.862652,true,0.834622,true,0.758367,true,0.791047,true,0.762918,true,0.777299
1722051845.9565,2024-07-26 20:44:05.956,true,0.860416,true,0.83289,true,0.761786,true,0.796165,true,0.74791,true,0.782662
